Issue ID,Issue Type,Summary,Description,Priority,Story Points,Original Estimate,Epic Name,Epic Link,Parent ID,Labels,Depends On
TASK-0398,Sub-task,[TASK-0398] Design comparison indicators,"Тип: Design

Описание: Индикаторы трендов и delta.

Критерии готовности (DoD):
- Positive/negative delta читаются мгновенно.",Highest,,2h,,,STORY-080,"crm-prd,backlog,story-080,design",
TASK-0399,Sub-task,[TASK-0399] QA period math tests,"Тип: QA

Описание: Проверка формул delta и выборок периодов.

Критерии готовности (DoD):
- Формулы валидированы на эталонном наборе.",Highest,,4h,,,STORY-080,"crm-prd,backlog,story-080,qa",
TASK-0400,Sub-task,[TASK-0400] BI cache strategy,"Тип: DevOps

Описание: Кэш часто запрашиваемых compare отчетов.

Критерии готовности (DoD):
- p95 сравнения <2s.",Highest,,4h,,,STORY-080,"crm-prd,backlog,story-080,devops",
TASK-0401,Sub-task,[TASK-0401] Scheduled reports backend,"Тип: Backend

Описание: Планировщик отчетов и доставок.

Критерии готовности (DoD):
- Расписания учитывают timezone/DST.",High,,8h,,,STORY-081,"crm-prd,backlog,story-081,backend",
TASK-0402,Sub-task,[TASK-0402] UI report schedules,"Тип: Frontend

Описание: Создание и управление расписаниями отчетов.

Критерии готовности (DoD):
- Есть preview времени следующей отправки.",High,,4h,,,STORY-081,"crm-prd,backlog,story-081,frontend",
TASK-0403,Sub-task,[TASK-0403] Design schedule cards,"Тип: Design

Описание: Карточки расписаний и статусов.

Критерии готовности (DoD):
- Видны upcoming/failed states.",High,,2h,,,STORY-081,"crm-prd,backlog,story-081,design",
TASK-0404,Sub-task,[TASK-0404] QA scheduling tests,"Тип: QA

Описание: Проверить корректность расписаний и retry.

Критерии готовности (DoD):
- Проверены DST переходы и timezone смещения.",High,,4h,,,STORY-081,"crm-prd,backlog,story-081,qa",
TASK-0405,Sub-task,[TASK-0405] Cron orchestration infra,"Тип: DevOps

Описание: Надежное выполнение периодических задач.

Критерии готовности (DoD):
- Missed jobs детектируются и алертятся.",High,,4h,,,STORY-081,"crm-prd,backlog,story-081,devops",
TASK-0406,Sub-task,[TASK-0406] Multi-report export backend,"Тип: Backend

Описание: Генерация пакета из нескольких BI отчетов.

Критерии готовности (DoD):
- Пакет валиден для всех форматов.",High,,8h,,,STORY-082,"crm-prd,backlog,story-082,backend",
TASK-0407,Sub-task,[TASK-0407] UI export pack builder,"Тип: Frontend

Описание: Выбор отчетов для пакетного экспорта.

Критерии готовности (DoD):
- Ограничение 10 отчетов валидируется.",High,,4h,,,STORY-082,"crm-prd,backlog,story-082,frontend",
TASK-0408,Sub-task,[TASK-0408] Design export pack modal,"Тип: Design

Описание: Интерфейс пакетного экспорта и предпросмотра.

Критерии готовности (DoD):
- Понятны ограничения и статус генерации.",High,,2h,,,STORY-082,"crm-prd,backlog,story-082,design",
TASK-0409,Sub-task,[TASK-0409] QA export package tests,"Тип: QA

Описание: Проверка состава, форматов и expiry ссылок.

Критерии готовности (DoD):
- После expiry возвращается 410.",High,,4h,,,STORY-082,"crm-prd,backlog,story-082,qa",
TASK-0410,Sub-task,[TASK-0410] Artifact lifecycle infra,"Тип: DevOps

Описание: Lifecycle-политики хранения экспортов.

Критерии готовности (DoD):
- Автоочистка старше 24h работает.",High,,4h,,,STORY-082,"crm-prd,backlog,story-082,devops",
TASK-0411,Sub-task,[TASK-0411] Mobile auth backend support,"Тип: Backend

Описание: Поддержка mobile токенов и device binding.

Критерии готовности (DoD):
- Биометрия использует secure device keystore.",Highest,,8h,,,STORY-083,"crm-prd,backlog,story-083,backend",
TASK-0412,Sub-task,[TASK-0412] Mobile app shell frontend,"Тип: Frontend

Описание: Базовая навигация, auth, session handling.

Критерии готовности (DoD):
- Работает на iOS и Android или в PWA-режиме.",Highest,,16h,,,STORY-083,"crm-prd,backlog,story-083,frontend",
TASK-0413,Sub-task,[TASK-0413] Design mobile navigation,"Тип: Design

Описание: Навигация и базовые mobile паттерны.

Критерии готовности (DoD):
- UX адаптирован под одну руку.",Highest,,4h,,,STORY-083,"crm-prd,backlog,story-083,design",
TASK-0414,Sub-task,[TASK-0414] QA mobile auth matrix,"Тип: QA

Описание: Проверка логина, биометрии и сессий.

Критерии готовности (DoD):
- Покрыты iOS/Android версии из support-матрицы.",Highest,,8h,,,STORY-083,"crm-prd,backlog,story-083,qa",
TASK-0415,Sub-task,[TASK-0415] Mobile CI/CD pipeline,"Тип: DevOps

Описание: Сборка, подпись и деплой mobile артефактов.

Критерии готовности (DoD):
- Автосборки проходят на каждом релизе.",Highest,,8h,,,STORY-083,"crm-prd,backlog,story-083,devops",
TASK-0416,Sub-task,[TASK-0416] Mobile KPI API adapter,"Тип: Backend

Описание: Оптимизированная выдача KPI для mobile payload.

Критерии готовности (DoD):
- Ответ минимизирован под mobile сеть.",Highest,,8h,,,STORY-084,"crm-prd,backlog,story-084,backend",
TASK-0417,Sub-task,[TASK-0417] Mobile KPI screen,"Тип: Frontend

Описание: Экран KPI tiles + mini charts.

Критерии готовности (DoD):
- Поддержан pull-to-refresh.",Highest,,8h,,,STORY-084,"crm-prd,backlog,story-084,frontend",
TASK-0418,Sub-task,[TASK-0418] Design mobile KPI cards,"Тип: Design

Описание: Карточки KPI для малых экранов.

Критерии готовности (DoD):
- KPI читабельны на 320px ширине.",Highest,,4h,,,STORY-084,"crm-prd,backlog,story-084,design",
TASK-0419,Sub-task,[TASK-0419] QA mobile performance tests,"Тип: QA

Описание: Проверка latency и обновлений KPI.

Критерии готовности (DoD):
- p95 загрузки <1.5s подтвержден.",Highest,,4h,,,STORY-084,"crm-prd,backlog,story-084,qa",
TASK-0420,Sub-task,[TASK-0420] CDN/API edge config,"Тип: DevOps

Описание: Оптимизация доставки API/статик контента на mobile.

Критерии готовности (DoD):
- Уменьшена latency на слабых сетях.",Highest,,4h,,,STORY-084,"crm-prd,backlog,story-084,devops",
TASK-0421,Sub-task,[TASK-0421] Push notification backend,"Тип: Backend

Описание: Мобильный push канал и предпочтения.

Критерии готовности (DoD):
- Поддержано device token rotation.",Highest,,8h,,,STORY-085,"crm-prd,backlog,story-085,backend",
TASK-0422,Sub-task,[TASK-0422] Mobile alerts UI,"Тип: Frontend

Описание: Центр алертов с фильтрами и mute.

Критерии готовности (DoD):
- Есть статус read/unread.",Highest,,4h,,,STORY-085,"crm-prd,backlog,story-085,frontend",
TASK-0423,Sub-task,[TASK-0423] Design alert list mobile,"Тип: Design

Описание: Карточки алертов и состояния прочтения.

Критерии готовности (DoD):
- Critical alerts визуально приоритетны.",Highest,,2h,,,STORY-085,"crm-prd,backlog,story-085,design",
TASK-0424,Sub-task,[TASK-0424] QA push delivery tests,"Тип: QA

Описание: Проверка доставки push и mute logic.

Критерии готовности (DoD):
- Проверена доставка на iOS/Android.",Highest,,4h,,,STORY-085,"crm-prd,backlog,story-085,qa",
TASK-0425,Sub-task,[TASK-0425] Push provider integration,"Тип: DevOps

Описание: Интеграция APNS/FCM и мониторинг delivery.

Критерии готовности (DoD):
- Delivery success >=99%.",Highest,,4h,,,STORY-085,"crm-prd,backlog,story-085,devops",
TASK-0426,Sub-task,[TASK-0426] Cap control API,"Тип: Backend

Описание: Endpoint мобильных быстрых действий по капам.

Критерии готовности (DoD):
- Все изменения пишутся в audit.",High,,8h,,,STORY-086,"crm-prd,backlog,story-086,backend",
TASK-0427,Sub-task,[TASK-0427] Mobile quick actions UI,"Тип: Frontend

Описание: Кнопки быстрых корректировок и подтверждение.

Критерии готовности (DoD):
- Действия выполняются за <=2 клика.",High,,4h,,,STORY-086,"crm-prd,backlog,story-086,frontend",
TASK-0428,Sub-task,[TASK-0428] Design quick actions,"Тип: Design

Описание: Безопасные mobile-контролы критичных действий.

Критерии готовности (DoD):
- Есть защитные подтверждения для pause.",High,,2h,,,STORY-086,"crm-prd,backlog,story-086,design",
TASK-0429,Sub-task,[TASK-0429] QA fast control tests,"Тип: QA

Описание: Проверить применяемость и 2FA gating.

Критерии готовности (DoD):
- Без 2FA критичные действия блокируются.",High,,4h,,,STORY-086,"crm-prd,backlog,story-086,qa",
TASK-0430,Sub-task,[TASK-0430] Low-latency config propagation,"Тип: DevOps

Описание: Быстрое распространение cap изменений.

Критерии готовности (DoD):
- Применение <30s подтверждено.",High,,4h,,,STORY-086,"crm-prd,backlog,story-086,devops",
TASK-0431,Sub-task,[TASK-0431] Offline cache backend contract,"Тип: Backend

Описание: Поддержка версионированного mobile snapshot payload.

Критерии готовности (DoD):
- Payload содержит timestamp и version.",Medium,,4h,,,STORY-087,"crm-prd,backlog,story-087,backend",
TASK-0432,Sub-task,[TASK-0432] Mobile local cache implementation,"Тип: Frontend

Описание: Локальный кэш KPI и режим offline view.

Критерии готовности (DoD):
- Offline режим явно отмечен в UI.",Medium,,8h,,,STORY-087,"crm-prd,backlog,story-087,frontend",
TASK-0433,Sub-task,[TASK-0433] Design offline state,"Тип: Design

Описание: Состояния offline и stale data.

Критерии готовности (DoD):
- Пользователь видит ограниченность данных.",Medium,,2h,,,STORY-087,"crm-prd,backlog,story-087,design",
TASK-0434,Sub-task,[TASK-0434] QA offline/online transitions,"Тип: QA

Описание: Тесты переключения сети и обновления snapshot.

Критерии готовности (DoD):
- Нет зависаний при reconnect.",Medium,,4h,,,STORY-087,"crm-prd,backlog,story-087,qa",
TASK-0435,Sub-task,[TASK-0435] Mobile cache security policy,"Тип: DevOps

Описание: Шифрование локального кэша и MDM политики.

Критерии готовности (DoD):
- Sensitive fields не хранятся в plaintext.",Medium,,4h,,,STORY-087,"crm-prd,backlog,story-087,devops",
TASK-0436,Sub-task,[TASK-0436] Marketplace catalog backend,"Тип: Backend

Описание: Публичный API каталога и фильтры.

Критерии готовности (DoD):
- Каталог отдает только approved templates.",Highest,,8h,,,STORY-088,"crm-prd,backlog,story-088,backend",
TASK-0437,Sub-task,[TASK-0437] Marketplace catalog UI,"Тип: Frontend

Описание: Публичная витрина шаблонов.

Критерии готовности (DoD):
- Есть фильтры и быстрый поиск.",Highest,,4h,,,STORY-088,"crm-prd,backlog,story-088,frontend",
TASK-0438,Sub-task,[TASK-0438] Design marketplace cards,"Тип: Design

Описание: Карточки интеграций и бейджи совместимости.

Критерии готовности (DoD):
- Бейджи version compatibility понятны.",Highest,,2h,,,STORY-088,"crm-prd,backlog,story-088,design",
TASK-0439,Sub-task,[TASK-0439] QA public catalog tests,"Тип: QA

Описание: Проверка фильтров и публичной видимости.

Критерии готовности (DoD):
- Неapproved шаблоны не попадают в выдачу.",Highest,,4h,,,STORY-088,"crm-prd,backlog,story-088,qa",
TASK-0440,Sub-task,[TASK-0440] Search index for marketplace,"Тип: DevOps

Описание: Индексирование шаблонов marketplace.

Критерии готовности (DoD):
- Поиск <300ms p95.",Highest,,4h,,,STORY-088,"crm-prd,backlog,story-088,devops",
TASK-0441,Sub-task,[TASK-0441] Install orchestration backend,"Тип: Backend

Описание: Оркестратор one-click установки.

Критерии готовности (DoD):
- Установка идемпотентна при повторном запуске.",Highest,,8h,,,STORY-089,"crm-prd,backlog,story-089,backend",
TASK-0442,Sub-task,[TASK-0442] UI one-click install,"Тип: Frontend

Описание: Мастер установки шаблона.

Критерии готовности (DoD):
- Виден прогресс шагов установки.",Highest,,4h,,,STORY-089,"crm-prd,backlog,story-089,frontend",
TASK-0443,Sub-task,[TASK-0443] Design install wizard,"Тип: Design

Описание: UX быстрого запуска интеграции.

Критерии готовности (DoD):
- Ошибки и recovery сценарии описаны.",Highest,,2h,,,STORY-089,"crm-prd,backlog,story-089,design",
TASK-0444,Sub-task,[TASK-0444] QA install workflow,"Тип: QA

Описание: E2E тест установки популярных шаблонов.

Критерии готовности (DoD):
- Успешность >=95% в regression suite.",Highest,,8h,,,STORY-089,"crm-prd,backlog,story-089,qa",
TASK-0445,Sub-task,[TASK-0445] Install job workers,"Тип: DevOps

Описание: Воркеры установки и контроль таймаутов.

Критерии готовности (DoD):
- Installation timeout корректно обрабатывается.",Highest,,4h,,,STORY-089,"crm-prd,backlog,story-089,devops",
TASK-0446,Sub-task,[TASK-0446] Submission API backend,"Тип: Backend

Описание: Прием и валидация community submissions.

Критерии готовности (DoD):
- Поддержан attachment test evidence.",High,,8h,,,STORY-090,"crm-prd,backlog,story-090,backend",
TASK-0447,Sub-task,[TASK-0447] UI submission form,"Тип: Frontend

Описание: Форма отправки интеграции и статуса ревью.

Критерии готовности (DoD):
- Автор видит историю ревью-комментариев.",High,,4h,,,STORY-090,"crm-prd,backlog,story-090,frontend",
TASK-0448,Sub-task,[TASK-0448] Design submission workflow,"Тип: Design

Описание: UX формы и статусов модерации.

Критерии готовности (DoD):
- Статусы submission визуально различимы.",High,,2h,,,STORY-090,"crm-prd,backlog,story-090,design",
TASK-0449,Sub-task,[TASK-0449] QA moderation flow,"Тип: QA

Описание: Тесты статусов, отказов и повторной отправки.

Критерии готовности (DoD):
- Workflow state transitions валидны.",High,,4h,,,STORY-090,"crm-prd,backlog,story-090,qa",
TASK-0450,Sub-task,[TASK-0450] Artifact scanning pipeline,"Тип: DevOps

Описание: Сканирование загружаемых артефактов на безопасность.

Критерии готовности (DoD):
- Все submissions проходят security scan.",High,,4h,,,STORY-090,"crm-prd,backlog,story-090,devops",
TASK-0451,Sub-task,[TASK-0451] Reviews backend,"Тип: Backend

Описание: Модель рейтингов и верификация reviewer.

Критерии готовности (DoD):
- Только verified installers могут оценивать.",High,,8h,,,STORY-091,"crm-prd,backlog,story-091,backend",
TASK-0452,Sub-task,[TASK-0452] UI reviews section,"Тип: Frontend

Описание: Отображение и отправка отзывов.

Критерии готовности (DoD):
- Есть сортировка по полезности/новизне.",High,,4h,,,STORY-091,"crm-prd,backlog,story-091,frontend",
TASK-0453,Sub-task,[TASK-0453] Design review cards,"Тип: Design

Описание: Компоненты отзывов и рейтинга.

Критерии готовности (DoD):
- Отзыв легко сканируется по ключевой инфо.",High,,2h,,,STORY-091,"crm-prd,backlog,story-091,design",
TASK-0454,Sub-task,[TASK-0454] QA review moderation,"Тип: QA

Описание: Проверка модерации и anti-spam.

Критерии готовности (DoD):
- Спам-фильтр блокирует повторяющиеся отзывы.",High,,4h,,,STORY-091,"crm-prd,backlog,story-091,qa",
TASK-0455,Sub-task,[TASK-0455] Moderation queue infra,"Тип: DevOps

Описание: Очередь модерации и SLA обработки.

Критерии готовности (DoD):
- Среднее время модерации <24h.",High,,4h,,,STORY-091,"crm-prd,backlog,story-091,devops",
TASK-0456,Sub-task,[TASK-0456] Compatibility checker backend,"Тип: Backend

Описание: Проверка совместимости шаблона перед install.

Критерии готовности (DoD):
- Возвращается понятная причина несовместимости.",High,,8h,,,STORY-092,"crm-prd,backlog,story-092,backend",
TASK-0457,Sub-task,[TASK-0457] UI compatibility badges,"Тип: Frontend

Описание: Бейджи и предупреждения совместимости.

Критерии готовности (DoD):
- Пользователь видит блокировку до старта install.",High,,4h,,,STORY-092,"crm-prd,backlog,story-092,frontend",
TASK-0458,Sub-task,[TASK-0458] Design version matrix,"Тип: Design

Описание: Таблица версий и поддерживаемых функций.

Критерии готовности (DoD):
- Матрица читается на desktop/tablet.",High,,2h,,,STORY-092,"crm-prd,backlog,story-092,design",
TASK-0459,Sub-task,[TASK-0459] QA version compatibility tests,"Тип: QA

Описание: Тесты на блокировку несовместимых установок.

Критерии готовности (DoD):
- Ошибка 409 выдается стабильно.",High,,4h,,,STORY-092,"crm-prd,backlog,story-092,qa",
TASK-0460,Sub-task,[TASK-0460] Version metadata pipeline,"Тип: DevOps

Описание: Автоматическая публикация metadata версий.

Критерии готовности (DoD):
- Metadata обновляется при релизе шаблона.",High,,4h,,,STORY-092,"crm-prd,backlog,story-092,devops",
TASK-0461,Sub-task,[TASK-0461] Recommendation model backend,"Тип: Backend

Описание: Модель рекомендаций весов на исторических данных.

Критерии готовности (DoD):
- Рекомендации содержат confidence и объяснение.",Highest,,8h,,,STORY-093,"crm-prd,backlog,story-093,backend",
TASK-0462,Sub-task,[TASK-0462] UI recommendations panel,"Тип: Frontend

Описание: Панель рекомендаций в flow editor.

Критерии готовности (DoD):
- Можно применить рекомендацию в один клик.",Highest,,4h,,,STORY-093,"crm-prd,backlog,story-093,frontend",
TASK-0463,Sub-task,[TASK-0463] Design recommendation cards,"Тип: Design

Описание: Карточки рекомендаций и confidence-индикатор.

Критерии готовности (DoD):
- Карточка показывает expected uplift.",Highest,,2h,,,STORY-093,"crm-prd,backlog,story-093,design",
TASK-0464,Sub-task,[TASK-0464] QA recommendation validity,"Тип: QA

Описание: Проверка корректности и стабильности рекомендаций.

Критерии готовности (DoD):
- Рекомендации воспроизводимы на одинаковом датасете.",Highest,,4h,,,STORY-093,"crm-prd,backlog,story-093,qa",
TASK-0465,Sub-task,[TASK-0465] Model serving infra,"Тип: DevOps

Описание: Развертывание inference сервиса рекомендаций.

Критерии готовности (DoD):
- SLA инференса <500ms p95.",Highest,,8h,,,STORY-093,"crm-prd,backlog,story-093,devops",
TASK-0466,Sub-task,[TASK-0466] Forecast model upgrade backend,"Тип: Backend

Описание: Улучшение модели прогнозов cap exhaustion.

Критерии готовности (DoD):
- Выдается actionable recommendation.",Highest,,8h,,,STORY-094,"crm-prd,backlog,story-094,backend",
TASK-0467,Sub-task,[TASK-0467] UI advanced forecast panel,"Тип: Frontend

Описание: Панель прогнозов и рекомендованных действий.

Критерии готовности (DoD):
- Есть визуализация confidence interval.",Highest,,4h,,,STORY-094,"crm-prd,backlog,story-094,frontend",
TASK-0468,Sub-task,[TASK-0468] Design forecast actions UI,"Тип: Design

Описание: Компоненты выбора рекомендованного действия.

Критерии готовности (DoD):
- Риски действия отображаются до применения.",Highest,,2h,,,STORY-094,"crm-prd,backlog,story-094,design",
TASK-0469,Sub-task,[TASK-0469] QA forecast backtest v2,"Тип: QA

Описание: Проверка MAPE и стабильности прогноза.

Критерии готовности (DoD):
- MAPE <=15% достигнут на контрольном наборе.",Highest,,4h,,,STORY-094,"crm-prd,backlog,story-094,qa",
TASK-0470,Sub-task,[TASK-0470] Scheduled retraining jobs,"Тип: DevOps

Описание: Периодическое переобучение/обновление модели.

Критерии готовности (DoD):
- Retraining pipeline версионирован и мониторится.",Highest,,4h,,,STORY-094,"crm-prd,backlog,story-094,devops",
TASK-0471,Sub-task,[TASK-0471] Auto-switch decision backend,"Тип: Backend

Описание: Логика переключения flow branch при деградации.

Критерии готовности (DoD):
- Поддержан rollback к первичному target.",Highest,,8h,,,STORY-095,"crm-prd,backlog,story-095,backend",
TASK-0472,Sub-task,[TASK-0472] UI auto-switch policy editor,"Тип: Frontend

Описание: Настройка порогов и fallback policy.

Критерии готовности (DoD):
- Есть preview последствий изменения порогов.",Highest,,4h,,,STORY-095,"crm-prd,backlog,story-095,frontend",
TASK-0473,Sub-task,[TASK-0473] Design policy threshold form,"Тип: Design

Описание: Компоненты редактирования порогов деградации.

Критерии готовности (DoD):
- Пороговые значения и units однозначны.",Highest,,2h,,,STORY-095,"crm-prd,backlog,story-095,design",
TASK-0474,Sub-task,[TASK-0474] QA failover automation tests,"Тип: QA

Описание: Проверка автопереключения и отката.

Критерии готовности (DoD):
- Switch происходит <60s после threshold breach.",Highest,,8h,,,STORY-095,"crm-prd,backlog,story-095,qa",
TASK-0475,Sub-task,[TASK-0475] Real-time metrics stream,"Тип: DevOps

Описание: Поток метрик для быстрого детекта деградации.

Критерии готовности (DoD):
- Задержка потока метрик <10s.",Highest,,8h,,,STORY-095,"crm-prd,backlog,story-095,devops",
TASK-0476,Sub-task,[TASK-0476] What-if simulation backend,"Тип: Backend

Описание: Модуль прогноза влияния предложенных изменений.

Критерии готовности (DoD):
- Возвращается baseline vs proposed compare.",High,,8h,,,STORY-096,"crm-prd,backlog,story-096,backend",
TASK-0477,Sub-task,[TASK-0477] UI what-if scenario form,"Тип: Frontend

Описание: Экран настройки сценария и просмотра прогнозов.

Критерии готовности (DoD):
- Есть сохранение сценариев what-if.",High,,4h,,,STORY-096,"crm-prd,backlog,story-096,frontend",
TASK-0478,Sub-task,[TASK-0478] Design scenario compare view,"Тип: Design

Описание: Сравнение baseline и proposed в графиках.

Критерии готовности (DoD):
- Ясно видны delta ключевых метрик.",High,,2h,,,STORY-096,"crm-prd,backlog,story-096,design",
TASK-0479,Sub-task,[TASK-0479] QA simulation consistency,"Тип: QA

Описание: Проверка согласованности прогнозов с фактом на ретроспективе.

Критерии готовности (DoD):
- Средняя ошибка прогноза документирована и в пределах SLA.",High,,4h,,,STORY-096,"crm-prd,backlog,story-096,qa",
TASK-0480,Sub-task,[TASK-0480] Batch compute infrastructure,"Тип: DevOps

Описание: Вычисления what-if на выделенных воркерах.

Критерии готовности (DoD):
- 30-дневный расчет укладывается в 60s.",High,,4h,,,STORY-096,"crm-prd,backlog,story-096,devops",
TASK-0481,Sub-task,[TASK-0481] Approval workflow backend,"Тип: Backend

Описание: Workflow статусов рекомендаций и действий approve/reject.

Критерии готовности (DoD):
- Невозможно применить recommendation без approve.",Highest,,8h,,,STORY-097,"crm-prd,backlog,story-097,backend",
TASK-0482,Sub-task,[TASK-0482] UI approval queue,"Тип: Frontend

Описание: Очередь AI-рекомендаций с approve/reject.

Критерии готовности (DoD):
- Видна причина и ожидаемый эффект.",Highest,,4h,,,STORY-097,"crm-prd,backlog,story-097,frontend",
TASK-0483,Sub-task,[TASK-0483] Design approval cards,"Тип: Design

Описание: Карточки принятия решения по AI.

Критерии готовности (DoD):
- Карточка содержит risk indicator.",Highest,,2h,,,STORY-097,"crm-prd,backlog,story-097,design",
TASK-0484,Sub-task,[TASK-0484] QA approval audit tests,"Тип: QA

Описание: Проверка workflow и аудита решений.

Критерии готовности (DoD):
- Каждое решение traceable по user/time.",Highest,,4h,,,STORY-097,"crm-prd,backlog,story-097,qa",
TASK-0485,Sub-task,[TASK-0485] Approval event logging infra,"Тип: DevOps

Описание: Логи и ретеншн для AI decision trail.

Критерии готовности (DoD):
- Retention не менее 365 дней.",Highest,,4h,,,STORY-097,"crm-prd,backlog,story-097,devops",
TASK-0486,Sub-task,[TASK-0486] Taxonomy backend model,"Тип: Backend

Описание: Модель статусных групп и версий.

Критерии готовности (DoD):
- Поддержан migration path между версиями.",Highest,,8h,,,STORY-098,"crm-prd,backlog,story-098,backend",
TASK-0487,Sub-task,[TASK-0487] UI status taxonomy manager,"Тип: Frontend

Описание: Экран просмотра/редактирования групп.

Критерии готовности (DoD):
- Нельзя удалить группу, если есть активные маппинги.",Highest,,4h,,,STORY-098,"crm-prd,backlog,story-098,frontend",
TASK-0488,Sub-task,[TASK-0488] Design taxonomy editor,"Тип: Design

Описание: Интерфейс управления группами.

Критерии готовности (DoD):
- Понятно, какие изменения breaking.",Highest,,2h,,,STORY-098,"crm-prd,backlog,story-098,design",
TASK-0489,Sub-task,[TASK-0489] QA taxonomy migration,"Тип: QA

Описание: Тесты миграции и совместимости версий.

Критерии готовности (DoD):
- Старые записи корректно резолвятся в новую версию.",Highest,,4h,,,STORY-098,"crm-prd,backlog,story-098,qa",
TASK-0490,Sub-task,[TASK-0490] Taxonomy config deployment,"Тип: DevOps

Описание: Безопасный деплой таксономии с rollback.

Критерии готовности (DoD):
- Rollback version работает <5 минут.",Highest,,4h,,,STORY-098,"crm-prd,backlog,story-098,devops",
TASK-0491,Sub-task,[TASK-0491] Status mapping backend,"Тип: Backend

Описание: API маппинга и runtime применение.

Критерии готовности (DoD):
- Unmapped статусы логируются для review.",Highest,,8h,,,STORY-099,"crm-prd,backlog,story-099,backend",
TASK-0492,Sub-task,[TASK-0492] UI mapping table,"Тип: Frontend

Описание: Таблица сопоставления broker статусов.

Критерии готовности (DoD):
- Есть bulk assign для массовых статусов.",Highest,,4h,,,STORY-099,"crm-prd,backlog,story-099,frontend",
TASK-0493,Sub-task,[TASK-0493] Design mapping matrix,"Тип: Design

Описание: Матрица статусных соответствий.

Критерии готовности (DoD):
- Unknown статусы визуально выделены.",Highest,,2h,,,STORY-099,"crm-prd,backlog,story-099,design",
TASK-0494,Sub-task,[TASK-0494] QA mapping propagation,"Тип: QA

Описание: Проверка применения mapping в runtime.

Критерии готовности (DoD):
- Применение <60s подтверждено.",Highest,,4h,,,STORY-099,"crm-prd,backlog,story-099,qa",
TASK-0495,Sub-task,[TASK-0495] Config cache invalidation,"Тип: DevOps

Описание: Инвалидация кэша mapping правил.

Критерии готовности (DoD):
- Нет stale mapping дольше 60s.",Highest,,4h,,,STORY-099,"crm-prd,backlog,story-099,devops",
TASK-0496,Sub-task,[TASK-0496] Shave detection backend,"Тип: Backend

Описание: Движок детекта rollback/shave аномалий.

Критерии готовности (DoD):
- Поддержаны configurable thresholds.",Highest,,8h,,,STORY-100,"crm-prd,backlog,story-100,backend",
TASK-0497,Sub-task,[TASK-0497] UI shave events table,"Тип: Frontend

Описание: Таблица событий shaving с фильтрами.

Критерии готовности (DoD):
- Есть drill-down до history статусов лида.",Highest,,4h,,,STORY-100,"crm-prd,backlog,story-100,frontend",
TASK-0498,Sub-task,[TASK-0498] Design anomaly event view,"Тип: Design

Описание: Карточка аномального кейса и timeline.

Критерии готовности (DoD):
- Причина срабатывания читается однозначно.",Highest,,2h,,,STORY-100,"crm-prd,backlog,story-100,design",
TASK-0499,Sub-task,[TASK-0499] QA anomaly precision tests,"Тип: QA

Описание: Тесты precision/recall на размеченных кейсах.

Критерии готовности (DoD):
- Precision >=85% для high-severity кейсов.",Highest,,8h,,,STORY-100,"crm-prd,backlog,story-100,qa",
TASK-0500,Sub-task,[TASK-0500] Event stream processing infra,"Тип: DevOps

Описание: Потоковая обработка status transitions.

Критерии готовности (DoD):
- Detection latency <5 минут.",Highest,,8h,,,STORY-100,"crm-prd,backlog,story-100,devops",
TASK-0501,Sub-task,[TASK-0501] Case management backend,"Тип: Backend

Описание: Сущность кейса и workflow статусов.

Критерии готовности (DoD):
- Поддержано назначение владельца кейса.",High,,8h,,,STORY-101,"crm-prd,backlog,story-101,backend",
TASK-0502,Sub-task,[TASK-0502] UI case board,"Тип: Frontend

Описание: Канбан/таблица кейсов shaving.

Критерии готовности (DoD):
- Есть фильтр по владельцу и SLA breach.",High,,4h,,,STORY-101,"crm-prd,backlog,story-101,frontend",
TASK-0503,Sub-task,[TASK-0503] Design case workflow,"Тип: Design

Описание: Шаблон workflow расследования.

Критерии готовности (DoD):
- SLA breach визуально выделяется.",High,,2h,,,STORY-101,"crm-prd,backlog,story-101,design",
TASK-0504,Sub-task,[TASK-0504] QA case lifecycle,"Тип: QA

Описание: Проверить статусы и назначения кейсов.

Критерии готовности (DoD):
- Workflow state machine без дыр.",High,,4h,,,STORY-101,"crm-prd,backlog,story-101,qa",
TASK-0505,Sub-task,[TASK-0505] SLA monitoring infra,"Тип: DevOps

Описание: Мониторинг SLA расследований.

Критерии готовности (DoD):
- Алерт на triage >2ч работает.",High,,4h,,,STORY-101,"crm-prd,backlog,story-101,devops",
TASK-0506,Sub-task,[TASK-0506] Normalized analytics API,"Тип: Backend

Описание: Агрегации брокеров по unified статусам.

Критерии готовности (DoD):
- Ranking строится по выбранной метрике.",Highest,,8h,,,STORY-102,"crm-prd,backlog,story-102,backend",
TASK-0507,Sub-task,[TASK-0507] UI cross-broker comparison,"Тип: Frontend

Описание: Сравнительный дашборд брокеров.

Критерии готовности (DoD):
- Есть сортировка и drill-down по статусам.",Highest,,4h,,,STORY-102,"crm-prd,backlog,story-102,frontend",
TASK-0508,Sub-task,[TASK-0508] Design broker compare dashboard,"Тип: Design

Описание: Визуализация сравнений и ранжирования.

Критерии готовности (DoD):
- Четко видны outliers.",Highest,,2h,,,STORY-102,"crm-prd,backlog,story-102,design",
